VAR_ID,EXPERIAN_ID,EXPERIAN_CATEGORY,LEVEL_1,LEVEL_2,LEVEL_3,VAR_NAME,EXPERIAN_ATTRIBUTE_NAME,EXPERIAN_DB_Col_NAME,CLASS_DEFN,BINNING_FLG,SPLIT_FLG,SPLIT_FLG_NATIONAL_FILE,ATTRIBUTE_NAME_NATIONAL_FILE
182,GF239,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # first mortgage trades","AVG MTF TRD",AVG_MTF_TRD,numeric,No,No,No,"SCSP:MTF0300_AVG"
184,GF253,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # first mortgage trades 60 days delinquent (3 months)","AVG MTF AVG MAXDEL 60 IN 3M",AVG_MTF_AVG_MAXDEL_60_IN_3M,numeric,No,No,No,"SCSP:MTF2935_AVG"
183,GF245,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # foreclosed first mortgage trades","AVG FORCLO MTF",AVG_FORCLO_MTF,numeric,No,No,No,"SCSP:MTF2860_AVG"
159,GF140,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # home equity LOC 30+ days delinquent (24 months)","AVG HLC EVER 30+ IN 24M",AVG_HLC_EVER_30_plus_IN_24M,numeric,No,No,No,"SCSP:HLC2328_AVG"
186,GF281,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # months since 30-180 days delinquent on first mortgage","AVG MOSRCNT 30-180 MTF NVR DRG",AVG_MOSRCNT_30_180_MTF_NVR_DRG,numeric,No,No,No,"SCSP:MTF8151_AVG"
151,GF118,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # months since bankcard trades were opened","AVG MOS SINCE BCC TRD OPENED",AVG_MOS_SINCE_BCC_TRD_OPENED,numeric,No,No,No,"SCSP:BCC8320_AVG"
169,GF177,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Credit Inquiries","Avg # months since mortgage inquiry","AVG MOS RCNT MTA INQ NO DEDUPE",AVG_MOS_RCNT_MTA_INQ_NO_DEDUPE,numeric,No,No,No,"SCSP:IQM9510_AVG"
164,GF167,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # months since oldest installment trade","AVG MOS OLDEST ILN TRD",AVG_MOS_OLDEST_ILN_TRD,numeric,No,No,No,"SCSP:ILN8220_AVG"
180,GF232,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # months since oldest mortgage trade","AVG MOS OLDEST MTA TRD",AVG_MOS_OLDEST_MTA_TRD,numeric,No,No,No,"SCSP:MTA8220_AVG"
194,GF337,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # months since revolving trades were opened","AVG MOS SINCE REV TRD OPND",AVG_MOS_SINCE_REV_TRD_OPND,numeric,No,No,No,"SCSP:REV8320_AVG"
174,GF185,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # mortgage trades","AVG MTA TRD",AVG_MTA_TRD,numeric,No,No,No,"SCSP:MTA0300_AVG"
176,GF199,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # mortgage trades 90+ days delinquent (ever)","AVG MTA EVER 90+",AVG_MTA_EVER_90_plus,numeric,No,No,No,"SCSP:MTA2380_AVG"
175,GF189,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # mortgage trades never delinquent","AVG MTA NVR DEL/DRG",AVG_MTA_NVR_DEL_DRG,numeric,No,No,No,"SCSP:MTA1300_AVG"
200,GF351,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # non-derogatory retail trades with balance >0 (6 months)","AVG OPEN RTR WBAL EXCL DRG RP6",AVG_OPEN_RTR_WBAL_EXCL_DRG_RP6,numeric,No,No,No,"SCSP:RTR3510_AVG"
206,GF368,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # occurences 30-180 days delinquent on utility trade (24 months)","AVG OCC30-180 IN24M UTI NVRDRG",AVG_OCC30_180_IN24M_UTI_NVRDRG,numeric,No,No,No,"SCSP:UTI4180_AVG"
177,GF205,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # occurences 60+ days delinquent on mortgage (24 months)","AVG OCC 60 IN 24M MTA NVR DRG",AVG_OCC_60_IN_24M_MTA_NVR_DRG,numeric,No,No,No,"SCSP:MTA4380_AVG"
161,GF144,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # open installment trades (6 months)","AVG OPEN ILN RP6",AVG_OPEN_ILN_RP6,numeric,No,No,No,"SCSP:ILN0416_AVG"
167,GF172,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Credit Inquiries","Avg # personal finance inquiries","AVG FIP INQ",AVG_FIP_INQ,numeric,No,No,No,"SCSP:IQF9410_AVG"
156,GF134,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # personal finance trades 60+ days delinquent (ever)","AVG FIP EVER 60+",AVG_FIP_EVER_60_plus,numeric,No,No,No,"SCSP:FIP2350_AVG"
155,GF132,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # personal finance trades opened (12 months)","AVG OPEN FIP OPN<=12M",AVG_OPEN_FIP_OPN_lteq_12M,numeric,No,No,No,"SCSP:FIP0437_AVG"
131,GF065,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Public Record","Avg # public record bankruptcies","AVG PUB REC BK",AVG_PUB_REC_BK,numeric,No,No,No,"SCSP:ALL9120_AVG"
132,GF067,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Public Record","Avg # public record tax liens","AVG PUBREC TAX LN",AVG_PUBREC_TAX_LN,numeric,No,No,No,"SCSP:ALL9140_AVG"
130,GF064,"Financial-Premier Summarized Credit",Financial,"Credit Statistics","Public Record","Avg # public records","AVG PUBREC",AVG_PUBREC,numeric,No,No,No,"SCSP:ALL9110_AVG"
195,GF338,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # retail trades","AVG RTA TRD",AVG_RTA_TRD,numeric,No,No,No,"SCSP:RTA0300_AVG"
198,GF345,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # retail trades never delinquent (24 months)","AVG RTR NVR DEL/DRG IN 24M",AVG_RTR_NVR_DEL_DRG_IN_24M,numeric,No,No,No,"SCSP:RTR1380_AVG"
196,GF339,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # retail trades opened (6 months)","AVG OPEN RTA OPN<=6M",AVG_OPEN_RTA_OPN_lt_eq_6M,numeric,No,No,No,"SCSP:RTA0436_AVG"
199,GF350,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # retail trades, balance to credit >75% (6 months)","AVG OPEN RTR BTL>=75 RP6",AVG_OPEN_RTR_BTL_gt_eq_75_RP6,numeric,No,No,No,"SCSP:RTR3422_AVG"
188,GF298,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # revolving trades","AVG REV TRD",AVG_REV_TRD,numeric,No,No,No,"SCSP:REV0300_AVG"
187,GF283,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # second mortgage trades","AVG MTS TRD",AVG_MTS_TRD,numeric,No,No,No,"SCSP:MTS0300_AVG"
201,GF359,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # student trades","AVG STU TRD",AVG_STU_TRD,numeric,No,No,No,"SCSP:STU0300_AVG"
202,GF362,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # student trades never delinquent (ever)","AVG STU NVR DEL/DRG INC DEF",AVG_STU_NVR_DEL_DRG_INC_DEF,numeric,No,No,No,"SCSP:STU1100_AVG"
117,GF004,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # trades","AVG TRD",AVG_TRD,numeric,No,No,No,"SCSP:ALL0300_AVG"
121,GF030,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # trades 90 days delinquent (24 months)","AVG TRD AVG MAXDEL 90 IN 24M",AVG_TRD_AVG_MAXDEL_90_IN_24M,numeric,No,No,No,"SCSP:ALL2968_AVG"
119,GF016,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # trades 90+ days delinquent (ever)","AVG TRD EVER 90+ INCL COL",AVG_TRD_EVER_90_plus_INCL_COL,numeric,No,No,No,"SCSP:ALL2380_AVG"
118,GF009,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # trades never delinquent","AVG TRD NVR DEL/DRG",AVG_TRD_NVR_DEL_DRG,numeric,No,No,No,"SCSP:ALL1300_AVG"
205,GF367,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg # utility trades","AVG UTI TRD",AVG_UTI_TRD,numeric,No,No,No,"SCSP:UTI0300_AVG"
193,GF332,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg % of revolving trades never delinquent (ever)","AVG %REV NVR DEL/DRG",AVG_PercentREV_NVR_DEL_DRG,numeric,No,No,No,"SCSP:REV7430_AVG"
192,GF330,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg % of revolving trades open (6 months)","AVG %REV OPEN REV RP6",AVG_PercentREV_OPEN_REV_RP6,numeric,No,No,No,"SCSP:REV7410_AVG"
128,GF052,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg % of total trades open (6 months)","%AVG OPEN RP6",PercentAVG_OPEN_RP6,numeric,No,No,No,"SCSP:ALL7310_AVG"
129,GF054,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg % of trades 30+ days delinquent (ever)","AVG %EVER 30+",AVG_PercentEVER_30_Plus,numeric,No,No,No,"SCSP:ALL7340_AVG"
163,GF166,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg % of trades never delinquent (ever)","AVG %ILN NVR DEL/DRG",AVG_PercentILN_NVR_DEL_DRG,numeric,No,No,No,"SCSP:ILN7430_AVG"
190,GF324,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg amount past due on revolving trades 30+ days delinquent (6 months)","AVG APD REV PRES 30 RP6",AVG_APD_REV_PRES_30_RP6,numeric,No,No,No,"SCSP:REV5740_AVG"
122,GF038,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg balance 30 days delinquent (6 months)","AVG BAL TRD PRES 30 RP6",AVG_BAL_TRD_PRES_30_RP6,numeric,No,No,No,"SCSP:ALL5040_AVG"
141,GF086,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg balance on bankcard derogatory (6 months)","AVG BAL BCATRDPRES DRG OCCIN6M",AVG_BAL_BCATRDPRES_DRG_OCCIN6M,numeric,No,No,No,"SCSP:BCA5070_AVG"
185,GF260,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg balance on first mortgage trades (6 months)","AVG BAL OPEN MTF RP6",AVG_BAL_OPEN_MTF_RP6,numeric,No,No,No,"SCSP:MTF5020_AVG"
140,GF085,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg balance on open bankcard (6 months)","AVG BAL OPEN BCA RP6",AVG_BAL_OPEN_BCA_RP6,numeric,No,No,No,"SCSP:BCA5020_AVG"
203,GF365,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg balance on student trades (6 months)","AVG BAL OPEN STU RP6",AVG_BAL_OPEN_STU_RP6,numeric,No,No,No,"SCSP:STU5020_AVG"
178,GF207,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg balance open mortgage trades (6 months)","AVG BAL OPEN MTA RP6",AVG_BAL_OPEN_MTA_RP6,numeric,No,No,No,"SCSP:MTA5020_AVG"
150,GF115,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg balance to credit ratio on open bankcard trades (6 months)","AVG OVERALL BTL OPEN BCC RP6",AVG_OVERALL_BTL_OPEN_BCC_RP6,numeric,No,No,No,"SCSP:BCC7110_AVG"
191,GF329,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg balance to credit ratio on open revolving trades (6 months)","AVG OVERALL BTL OPEN REV RP6",AVG_OVERALL_BTL_OPEN_REV_RP6,numeric,No,No,No,"SCSP:REV7110_AVG"
127,GF050,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg balance to credit ratio on open trades (6 months)","AVG OVERALL BTC OPEN TRD RP<6M",AVG_OVERALL_BTC_OPEN_TRD_RP_lt_6M,numeric,No,No,No,"SCSP:ALL7110_AVG"
137,GF078,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg credit amount on open auto/lease trades (6 months)","AVG AMT OPEN AUA RP6",AVG_AMT_OPEN_AUA_RP6,numeric,No,No,No,"SCSP:AUA5320_AVG"
160,GF141,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg credit amount on open home equity LOC trades (6 months)","AVG AMT OPEN HLC RP6",AVG_AMT_OPEN_HLC_RP6,numeric,No,No,No,"SCSP:HLC5320_AVG"
162,GF155,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg credit amount on open installment trades (6 months)","AVG AMT OPEN ILN RP6",AVG_AMT_OPEN_ILN_RP6,numeric,No,No,No,"SCSP:ILN5320_AVG"
157,GF136,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg credit amount on open personal finance trades","AVG AMT OPEN FIP RP6",AVG_AMT_OPEN_FIP_RP6,numeric,No,No,No,"SCSP:FIP5320_AVG"
197,GF340,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg credit amount on open retail trades (6 months)","AVG AMT OPEN RTA RP6",AVG_AMT_OPEN_RTA_RP6,numeric,No,No,No,"SCSP:RTA5320_AVG"
189,GF322,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg credit amount on open revolving trades","AVG MAX AMT OPEN REV RP6",AVG_MAX_AMT_OPEN_REV_RP6,numeric,No,No,No,"SCSP:REV5420_AVG"
147,GF105,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg credit amount on recently opened bankcard trade","AVGAMTON RCNTOPND OPEN BCCWAMT",AVGAMTON_RCNTOPND_OPEN_BCCWAMT,numeric,No,No,No,"SCSP:BCC5421_AVG"
148,GF107,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg credit available on open bankcard trades (6 months)","AVG AVAIL AMT OPEN BCC RP6",AVG_AVAIL_AMT_OPEN_BCC_RP6,numeric,No,No,No,"SCSP:BCC5620_AVG"
204,GF366,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg monthly payment on student trades (6 months)","AVG MPMT OPEN STU RP6",AVG_MPMT_OPEN_STU_RP6,numeric,No,No,No,"SCSP:STU5820_AVG"
123,GF041,"Financial-Premier Summarized Credit",Financial,"Credit Statistics",Trades,"Avg monthly payment on trades (6 months)","AVG MPMT OPEN RP6",AVG_MPMT_OPEN_RP6,numeric,No,No,No,"SCSP:ALL5820_AVG"
479,225,"Demographic-Housing ",Demographic,"Household Characteristics","Dwelling Characteristics","Business Owner Indicator","I1 Business Owner Flag",I1_Business_Owner_Flag,factor,No,No,No,"Person 1: Business Owner"
343,T2302,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Accessories","HH Consumer Expend Accessories",HH_Consumer_Expend_Accessories,integer,No,No,No,"Household Consumer Expenditures Accessories"
341,T2300,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Apparel","HH Consumer Expend Apparel",HH_Consumer_Expend_Apparel,integer,No,No,No,"Household Consumer Expenditures Apparel"
356,T2315,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Computers","HH Consumer Expend Computers",HH_Consumer_Expend_Computers,integer,No,No,No,"Household Consumer Expenditures Computers"
30,D0011,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Coupon Users","Buyer: Coupon Users",Buyer_Coupon_Users,integer,Yes,No,No,"Buyer: Coupon Users"
102,D0096,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Department Store Makeup User","Buyer: Dept Store Makeup User",Buyer_Dept_Store_Makeup_User,integer,Yes,No,No,"Buyer: Prestige Makeup User"
355,T2314,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Electronics/Gadgets","HH Consmr Expend Electron/Gadg",HH_Consmr_Expend_Electron_Gadg,integer,No,No,No,"Household Consumer Expenditures Electron/Gadg"
348,T2307,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Food/Beverage","HH Consumer Expend Food/Bev",HH_Consumer_Expend_Food_Bev,integer,No,No,No,"Household Consumer Expenditures Food/Bev"
345,T2304,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Furniture","HH Consumer Expend Furniture",HH_Consumer_Expend_Furniture,integer,No,No,No,"Household Consumer Expenditures Furniture"
365,T2324,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: General/Miscellaneous","HH Consmr Expend General/Misc",HH_Consmr_Expend_General_Misc,integer,No,No,No,"Household Consumer Expenditures General/Misc"
83,D0071,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: High-end Spirit Drinkers","Buyer: High-end Spirit Drinker",Buyer_High_end_Spirit_Drinker,integer,Yes,No,No,"Buyer: High-end Spirit Drinkers"
358,T2317,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Hobbies/Entertainment","HH Consmr ExpendHobbies/Entain",HH_Consmr_ExpendHobbies_Entain,integer,No,No,No,"Household Consumer Expenditures Hobbies/Entain"
350,T2309,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Home Decor","HH Consumer Expend Home Decor",HH_Consumer_Expend_Home_Decor,integer,No,No,No,"Household Consumer Expenditures Home Decor"
351,T2310,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Home Domestic","HH Consmr Expend HomeDomestic",HH_Consmr_Expend_HomeDomestic,integer,No,No,No,"Household Consumer Expenditures HomeDomestic"
352,T2311,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Home Maintenance","HH Consumer Expend Home Maint.",HH_Consumer_Expend_Home_Maint,integer,No,No,No,"Household Consumer Expenditures Home Maint."
349,T2308,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Home Office","HH Consumer Expend Home Office",HH_Consumer_Expend_Home_Office,integer,No,No,No,"Household Consumer Expenditures Home Office"
346,T2305,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Kitchen","HH Consumer Expend Kitchen",HH_Consumer_Expend_Kitchen,integer,No,No,No,"Household Consumer Expenditures Kitchen"
27,D0008,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Laptop Owners","Buyer: Laptop Owners",Buyer_Laptop_Owners,integer,Yes,No,No,"Buyer: Laptop Owners"
354,T2313,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Lawn/Garden","HH Consumer Expend Lawn/Garden",HH_Consumer_Expend_Lawn_Garden,integer,No,No,No,"Household Consumer Expenditures Lawn/Garden"
60,D0043,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Non-Department Store Makeup Brand User","Buyer: Non-Dept Store Makeup",Buyer_Non_Dept_Store_Makeup,integer,Yes,No,No,"Buyer: Non-Prestige Makeup Brand User"
361,T2320,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Outdoor Hard Goods","HH Consmr ExpendOutdoorHrdGood",HH_Consmr_ExpendOutdoorHrdGood,integer,No,No,No,"Household Consumer Expenditures OutdoorHrdGood"
353,T2312,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Outdoor Living","HH Consmr Expend Outdoor Live",HH_Consmr_Expend_Outdoor_Live,integer,No,No,No,"Household Consumer Expenditures Outdoor Live"
360,T2319,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Outdoor Soft Goods","HH Consmr ExpendOutdoorSftGood",HH_Consmr_ExpendOutdoorSftGood,integer,No,No,No,"Household Consumer Expenditures OutdoorSftGood"
359,T2318,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Personal Health","HH Consmr ExpendPersonalHealth",HH_Consmr_ExpendPersonalHealth,integer,No,No,No,"Household Consumer Expenditures PersonalHealth"
357,T2316,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Pets","HH Consumer Expenditures Pets",HH_Consumer_Expenditures_Pets,integer,No,No,No,"Household Consumer Expenditures Pets"
363,T2322,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Seasonal Products","HH Consmr Expend SeasonalProds",HH_Consmr_Expend_SeasonalProds,integer,No,No,No,"Household Consumer Expenditures SeasonalProds"
28,D0009,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Security System Owners","Buyer: Security Sys Owners",Buyer_Security_Sys_Owners,integer,Yes,No,No,"Buyer: Security System Owners"
342,T2301,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Shoes","HH Consumer Expenditures Shoes",HH_Consumer_Expenditures_Shoes,integer,No,No,No,"Household Consumer Expenditures Shoes"
29,D0010,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Tablet Owners","Buyer: Tablet Owners",Buyer_Tablet_Owners,integer,Yes,No,No,"Buyer: Tablet Owners"
347,T2306,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Tabletop/Dining","HH Consmr Expend Tabletop/Dine",HH_Consmr_Expend_Tabletop_Dine,integer,No,No,No,"Household Consumer Expenditures Tabletop/Dine"
364,T2323,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Tools/Auto","HH Consumer Expend Tools/Auto",HH_Consumer_Expend_Tools_Auto,integer,No,No,No,"Household Consumer Expenditures Tools/Auto"
344,T2303,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Toys","HH Consumer Expenditures Toys",HH_Consumer_Expenditures_Toys,integer,No,No,No,"Household Consumer Expenditures Toys"
362,T2321,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Categories: Travel","HH Consumer Expend Travel",HH_Consumer_Expend_Travel,integer,No,No,No,"Household Consumer Expenditures Travel"
55,D0037,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Channels: Loyalty Card User","Buyer:Loyalty Card User",Buyer_Loyalty_Card_User,integer,Yes,No,No,"Buyer: Loyalty Card User"
56,D0038,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Channels: Luxury Home Goods Store Shopper","Buyer:Luxury Home Good Shopper",Buyer_Luxury_Home_Good_Shopper,integer,Yes,No,No,"Buyer: Luxury Home Goods Store Shopper"
31,D0012,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Channels: Luxury Store Shoppers","Buyer: Luxury Store Shop",Buyer_Luxury_Store_Shop,integer,Yes,No,No,"Buyer: Luxury Store Shoppers"
339,T2125,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Channels: Online Overall","Online Overall",Online_Overall,integer,No,No,No,"Online - Overall"
340,T2225,"Buyer Behavior-Purchase Predictor",Psychographic,"Household Likelihood",Purchases,"Buyer Channels: Retail Overall","Retail Overall",Retail_Overall,integer,No,No,No,"Retail - Overall"
33,D0014,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Channels: Supercenter Shoppers","Buyer: Supercenter Shop",Buyer_Supercenter_Shop,integer,Yes,No,No,"Buyer: Supercenter Shoppers"
34,D0015,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Channels: Warehouse Club Members","Buyer: Warehouse Club Members",Buyer_Warehouse_Club_Members,integer,Yes,No,No,"Buyer: Warehouse Club Members"
32,D0013,"Lifestyles/Interests-Lifestyle Propensity Models",Psychographic,"Household Likelihood",Purchases,"Buyer Channels: Young Adult Clothing Shoppers","Buyer: Young Adult Cloth Shop",Buyer_Young_Adult_Cloth_Shop,integer,Yes,No,No,"Buyer: Young Adult Clothing Shoppers"
243,G3117,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % 25+ Bachelor Degree","Educ: Pop25+: % Bach Degree",Educ_Pop25_plus_Percent_Bach_Degree,numeric,No,No,No,"CAPE: Educ: Pop25+: % Bachelor Degree"
244,G3118,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % 25+ Graduate/Professional Degree","Educ: Pop25+: % Grad/Prof Deg",Educ_Pop25_plus_Percent_Grad_Prof_Deg,numeric,No,No,No,"CAPE: Educ: Pop25+: % Graduate/Prof Degree"
241,G3114,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % 25+ High School Graduate","Educ: Pop25+: % HS Diploma",Educ_Pop25_plus_Percent_HS_Diploma,numeric,No,No,No,"CAPE: Educ: Pop25+: % High School Grad"
242,G3115,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % 25+ Some College","Educ: Pop25+: % Some College",Educ_Pop25_plus_Percent_Some_College,numeric,No,No,No,"CAPE: Educ: Pop25+: % Some College"
222,G3015,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % Ages 0-17","Age: Pop: % 0-17",Age_Pop_Percent_0_17,numeric,No,No,No,"CAPE: Age: Pop: % 0-17"
223,G3016,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % Ages 0-24","Age: Pop: % 0-24",Age_Pop_Percent_0_24,numeric,No,No,No,"CAPE: Age: Pop: % 0-24"
221,G3014,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % Ages 0-9","Age: Pop: % 0- 9",Age_Pop_Percent_0_9,numeric,No,No,No,"CAPE: Age: Pop: % 0- 9"
224,G3020,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % Ages 18-20","Age: Pop: % 18-20",Age_Pop_Percent_18_20,numeric,No,No,No,"CAPE: Age: Pop: % 18-20"
225,G3021,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % Ages 18-65","Age: Pop: % 18-65",Age_Pop_Percent_18_65,numeric,No,No,No,"CAPE: Age: Pop: % 18-65"
226,G3023,Demographic-CAPE(Census),Geo-Demographic,Census,"% in Group","Census: % Ages 21-24","Age: Pop: % 21-24",Age_Pop_Percent_21_24,numeric,No,No,No,"CAPE: Age: Pop: % 21-24"
